NCT_ID;Asset_Name;Antibody_Format;Antibody_Name;Target_Antigen;Radioisotope;Chelator;Linker_Technology;Category;Asset_Owner;Is_RIT;Asset_Name_Conf;Antibody_Format_Conf;Antibody_Name_Conf;Target_Antigen_Conf;Radioisotope_Conf;Chelator_Conf;Linker_Technology_Conf;Category_Conf;Asset_Owner_Conf;Notes;Extraction_Method;Sources;Phase;Lead_Sponsor;Sponsor_Class;Status;Start_Date;First_Posted;Enrollment;Countries;Conditions;EudraCT_Number;CTIS_Number;Secondary_IDs;Source_Registry;Registry_URL;Target_Antigen_Norm;Antibody_Name_Norm;Radioisotope_Norm;Chelator_Norm;Antibody_Format_Norm;Asset_Owner_Norm;Linker_Technology_Norm;Phase_Norm;Sponsor_Type;Start_Year;Target_Family;Format_Family;Isotope_Family;Chelator_Family
NCT00691548;89Zr-cetuximab;Full-length IgG;cetuximab;EGFR;Zr-89;DFO;Direct conjugation;Diagnostic;Maastricht Radiation Oncology;Diagnostic;HIGH;HIGH;HIGH;HIGH;HIGH;;;HIGH;MEDIUM;This is a diagnostic imaging study using 89Zr-labeled cetuximab for PET imaging to visualize EGFR expression and cetuximab uptake in stage IV cancer patients. The goal is patient selection for cetuximab therapy. Cetuximab is a well-characterized anti-EGFR monoclonal antibody (IgG1). The study uses low radioactivity doses (60-120 MBq) appropriate for imaging rather than therapy. Chelator not specified but likely DFO (desferrioxamine), which is standard for Zr-89 conjugation. Academic collaboration between Maastricht and Amsterdam UMC. | WEB ENRICHMENT: Chelator identified as DFO (desferal) from multiple papers describing 89Zr-cetuximab preparation. PMID:22214225 explicitly states '89Zr-cetuximab and 89Zr-bevacizumab, containing 0.5 89Zr-desferal group per mAb molecule'. PMID:23740810 confirms 'Cetuximab was functionalized with the desferal moiety and labeled with 89Zr (89Zr-Df-Bz-NCS-cetuximab)'. Linker technology inferred as direct conjugation based on standard DFO-NCS chemistry for 89Zr labeling of antibodies, though specific conjugation method not explicitly detailed in abstracts.;llm_extracted;PMID:22214225|PMID:23740810;PHASE1;Maastricht Radiation Oncology;OTHER;COMPLETED;2009-06;2008-06-05;9.0;Netherlands;Stage IV Cancer;;;UNKNOWN:08-3-039 (MEC);ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT00691548;EGFR;cetuximab;Zr-89;DFO;Full-length IgG;Maastricht Radiation Oncology;Direct conjugation;Phase 1;Academic/Hospital;2009.0;RTK;Full-length IgG;PET;Siderophore chelator
NCT03321643;;;;;;;;;;No;;;;;;;;;;False positive - not RIT. This trial combines unconjugated immunotherapy (atezolizumab, anti-PD-L1) with chemotherapy (gemcitabine-oxaliplatin) and rituximab (unconjugated anti-CD20 monoclonal antibody). No radiolabeled antibody component. The PET-CT and imaging procedures mentioned are for disease monitoring, not therapeutic radiopharmaceutical administration. This is a checkpoint inhibitor combination therapy trial.;llm_extracted;;PHASE1;National Cancer Institute (NCI);NIH;ACTIVE_NOT_RECRUITING;2018-09-18;2017-10-26;24.0;United States;Recurrent Diffuse Large B-Cell Lymphoma, Recurrent Transformed Non-Hodgkin Lymphoma, Refractory Diffuse Large B-Cell Lymphoma, Refractory Transformed Non-Hodgkin Lymphoma, Richter Syndrome, Transformed Follicular Lymphoma to Diffuse Large B-Cell Lymphoma;;;REGISTRY:NCI-2017-01957 | UNKNOWN:PHI-96 | OTHER:10126 | OTHER:10126 | NIH:UM1CA186717;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT03321643;;;;;;;;Phase 1;NIH;2018.0;;;;
NCT05098210;;;;;;;;;;No;;;;;;;;;;False positive. This is a cancer vaccine trial combining personalized neoantigen peptide vaccines with the checkpoint inhibitor nivolumab and the adjuvant poly ICLC. No radiolabeled antibody or radiopharmaceutical is involved. PET/CT mentioned is for disease monitoring only, not a therapeutic or diagnostic radiopharmaceutical. The trial focuses on inducing T-cell immunity through peptide vaccination, not radioimmunotherapy.;llm_extracted;;PHASE1;Fred Hutchinson Cancer Center;OTHER;RECRUITING;2022-06-09;2021-10-28;25.0;United States;Anatomic Stage IV Breast Cancer AJCC v8, Clinical Stage IV Cutaneous Melanoma AJCC v8, Locally Advanced Cutaneous Melanoma, Locally Advanced Mucosal Melanoma, Metastatic Acral Melanoma, Metastatic Conjunctival Melanoma, Metastatic Cutaneous Melanoma, Metastatic HER2-Negative Breast Carcinoma, Metastatic Hormone Receptor-Positive Breast Carcinoma, Metastatic Lung Non-Small Cell Carcinoma, Metastatic Malignant Solid Neoplasm, Metastatic Mucosal Melanoma, Pathologic Stage IIIC Cutaneous Melanoma AJCC v8, Pathologic Stage IIID Cutaneous Melanoma AJCC v8, Recurrent Cutaneous Melanoma, Recurrent HER2-Negative Breast Carcinoma, Recurrent Hormone Receptor-Positive Breast Carcinoma, Recurrent Lung Non-Small Cell Carcinoma, Recurrent Mucosal Melanoma, Stage III Lung Cancer AJCC v8, Stage IV Lung Cancer AJCC v8, Unresectable Acral Melanoma, Unresectable Cutaneous Melanoma, Unresectable Lung Non-Small Cell Carcinoma, Unresectable Mucosal Melanoma;;;REGISTRY:NCI-2021-10199 | OTHER:10668;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT05098210;;;;;;;;Phase 1;Academic/Hospital;2022.0;;;;
NCT05633615;;;;;;;;;;No;;;;;;;;;;False positive: This trial involves CAR T-cell therapy (tisagenlecleucel, axicabtagene ciloleucel, lisocabtagene maraleucel) followed by consolidation with unconjugated monoclonal antibodies (mosunetuzumab, polatuzumab vedotin). While PET-CT imaging is used for response assessment, no radiolabeled antibodies are administered as therapeutic agents. The antibodies tested (mosunetuzumab and polatuzumab vedotin) are not radiopharmaceuticals. This is a CAR-T therapy study with unconjugated antibody consolidation, not a radioimmunotherapy trial.;llm_extracted;;PHASE2;SWOG Cancer Research Network;NETWORK;RECRUITING;2023-06-12;2022-12-01;396.0;United States;Diffuse Large B-Cell Lymphoma, Grade 3b Follicular Lymphoma, Primary Mediastinal (Thymic) Large B-Cell Lymphoma, Recurrent Diffuse Large B-Cell Lymphoma, Refractory Diffuse Large B-Cell Lymphoma, Transformed Follic Lymph to Diff Large B-Cell Lymphoma, Transformed Marg Zone Lymph to Diff Large B-Cell Lymphoma;;;REGISTRY:NCI-2022-07930 | OTHER:S2114 | OTHER:S2114 | NIH:U10CA180888;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT05633615;;;;;;;;Phase 2;Network;2023.0;;;;
NCT06735664;;;;;;;;;;No;;;;;;;;;;This is NOT a radioimmunotherapy trial. Odronextamab is a CD3-CD20 bispecific antibody used as an unconjugated immunotherapy (T-cell engager), not a radiolabeled antibody. Zanubrutinib is a BTK inhibitor small molecule. The trial involves PET/CT imaging for disease monitoring, but these are standard diagnostic procedures, not administration of a radiolabeled antibody. This is a false positive match - likely retrieved due to mentions of 'antibody' and imaging procedures in the context.;llm_extracted;;PHASE1;City of Hope Medical Center;OTHER;RECRUITING;2025-08-14;2024-12-16;23.0;United States;Recurrent Transformed Chronic Lymphocytic Leukemia, Refractory Transformed Chronic Lymphocytic Leukemia, Richter Syndrome, Transformed Chronic Lymphocytic Leukemia to Diffuse Large B-Cell Lymphoma;;;REGISTRY:NCI-2024-10074 | OTHER:23667 | NIH:P30CA033572;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT06735664;;;;;;;;Phase 1;Academic/Hospital;2025.0;;;;
NCT06918964;;;;;;;;;;No;;;;;;;;;;False positive: This trial involves transcutaneous auricular vagus nerve stimulation (taVNS) for intracerebral hemorrhage. No antibody component, no radioisotope, no radiopharmaceutical. This is an electrical nerve stimulation device study, completely unrelated to radioimmunotherapy.;llm_extracted;;;Beijing Tiantan Hospital;OTHER;RECRUITING;2025-09-15;2025-04-09;186.0;China;Intracerebral Hemorrhage;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT06918964;;;;;;;;;Academic/Hospital;2025.0;;;;
NCT00005903;;;;;;;;;;No;;;;;;;;;;This is not an RIT trial. GDNF (glial cell line-derived neurotrophic factor) is a recombinant protein growth factor, not an antibody-based radiopharmaceutical. The trial involves continuous infusion of GDNF directly into the brain via implanted catheters and pumps to treat progressive supranuclear palsy. While the detailed description mentions potential PET or SPECT imaging, these are for evaluation purposes only and do not involve radiolabeled antibodies. This is a false positive match - it is a protein therapy trial, not radioimmunotherapy.;llm_extracted;;PHASE2;National Institute of Neurological Disorders and Stroke (NINDS);NIH;COMPLETED;2000-06;2000-06-08;15.0;United States;Progressive Supranuclear Palsy;;;UNKNOWN:00-N-0145;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT00005903;;;;;;;;Phase 2;NIH;2000.0;;;;
NCT05672173;;;;;;;;;;No;;;;;;;;;;False positive. This trial involves lisocabtagene maraleucel (liso-cel), which is a CAR-T cell therapy targeting CD19, not an antibody-based radiopharmaceutical. The combination includes nivolumab (unconjugated monoclonal antibody checkpoint inhibitor) and ibrutinib (small molecule kinase inhibitor), but no radiolabeled antibody component. The PET/CT mentioned is for diagnostic imaging only, not a radiopharmaceutical intervention. This is a cell therapy trial, not RIT.;llm_extracted;;PHASE2;City of Hope Medical Center;OTHER;RECRUITING;2023-06-02;2023-01-05;20.0;United States;Recurrent Transformed Chronic Lymphocytic Leukemia, Refractory Transformed Chronic Lymphocytic Leukemia, Richter Syndrome;;;REGISTRY:NCI-2022-10247 | OTHER:22040 | NIH:P30CA033572;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT05672173;;;;;;;;Phase 2;Academic/Hospital;2023.0;;;;
NCT06738368;;;;;;;;;;No;;;;;;;;;;False positive. This is a chemotherapy combination trial for acute lymphoblastic leukemia. Rituximab is used as an unconjugated antibody (not radiolabeled). The PET/CT mentioned is diagnostic imaging, not radioimmunotherapy. No antibody-based radiopharmaceutical is used in this trial. The interventions list standard chemotherapy agents (DA-EPOCH regimen), unconjugated rituximab for CD20-positive patients, and asparaginase - none of which are radioimmunotherapeutics.;llm_extracted;;PHASE2;University of Washington;OTHER;RECRUITING;2026-03-01;2024-12-17;30.0;United States;B Acute Lymphoblastic Leukemia, Philadelphia Chromosome Negative, T Acute Lymphoblastic Leukemia;;;REGISTRY:NCI-2024-09417 | OTHER:FHIRB0020869;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT06738368;;;;;;;;Phase 2;Academic/Hospital;2026.0;;;;
NCT06474520;;;;;;;;;;No;;;;;;;;;;False positive: This trial evaluates Calculus bovis sativus (CBS), a traditional Chinese medicine compound derived from cattle gallstones or a synthetic equivalent. It is an orally administered herbal/natural product being tested for inflammatory demyelinating diseases (MS, NMOSD, MOGAD, ADEM). There is no antibody component, no radiolabeling, and no radiopharmaceutical involved. The mechanism appears to involve modulation of the gut microbiome and brain-gut axis. This is not a radioimmunotherapy trial.;llm_extracted;;;Tongji Hospital;OTHER;RECRUITING;2024-08-08;2024-06-25;250.0;China;Idiopathic Inflammatory Demyelinating Disease, Multiple Sclerosis, Neuromyelitis Optica Spectrum Disorder, Myelin Oligodendrocyte Glycoprotein Antibody-associated Disease, Acute Disseminated Encephalomyelitis;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT06474520;;;;;;;;;Academic/Hospital;2024.0;;;;
NCT03325959;;;;;;;;;;No;;;;;;;;;;This is a false positive match. The trial compares hyperbaric oxygen therapy (HBOT) to pharmaceutical treatments (Cymbalta/Lyrica) for fibromyalgia syndrome. There is no antibody-based radiopharmaceutical involved. The trial may have been matched due to 'oxygen' being in the search terms, but HBOT is a physical therapy using pressurized oxygen, not a radioimmunotherapy or any form of radiopharmaceutical treatment. No radiolabeled antibody or radioisotope is present.;llm_extracted;;;Assaf-Harofeh Medical Center;OTHER_GOV;COMPLETED;2017-03-01;2017-10-30;76.0;Israel;Fibromyalgia, Hyperbaric Oxygen;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT03325959;;;;;;;;;Government;2017.0;;;;
NCT04652960;;;;;;;;;;No;;;;;;;;;;False positive: This trial combines duvelisib (a PI3K inhibitor small molecule) with nivolumab (an unconjugated anti-PD-1 monoclonal antibody). Neither drug is radiolabeled. The PET/CT scans mentioned are standard imaging procedures for disease assessment, not radiopharmaceutical therapy. Nivolumab is used for immunotherapy without radioisotope conjugation. This is a combination immunotherapy/targeted therapy trial, not radioimmunotherapy.;llm_extracted;;PHASE1;National Cancer Institute (NCI);NIH;ACTIVE_NOT_RECRUITING;2021-10-21;2020-12-04;38.0;United States;Stage IIB Mycosis Fungoides and Sezary Syndrome AJCC v8, Stage III Mycosis Fungoides and Sezary Syndrome AJCC v8, Stage IV Mycosis Fungoides and Sezary Syndrome AJCC v8;;;REGISTRY:NCI-2020-11641 | OTHER:10347 | OTHER:10347 | NIH:UM1CA186689;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT04652960;;;;;;;;Phase 1;NIH;2021.0;;;;
NCT03132090;;;;;;;;;;No;;;;;;;;;;False positive. This is an imaging study using PET/MRI to monitor response to melanoma therapies (BRAF/MEK inhibitors and anti-CTLA-4/anti-PD-1 checkpoint inhibitors). The PET component uses standard FDG (fluorodeoxyglucose) tracer, not a radiolabeled antibody. The anti-CTLA-4 and anti-PD-1 antibodies mentioned are unlabeled checkpoint inhibitors used therapeutically, not as radiopharmaceuticals. This is a diagnostic imaging trial, not a radioimmunotherapy trial.;llm_extracted;;;University Hospital Tuebingen;OTHER;UNKNOWN;2014-09-29;2017-04-27;106.0;Germany;Malignant Melanoma Stage IV;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT03132090;;;;;;;;;Academic/Hospital;2014.0;;;;
NCT02408861;;;;;;;;;;No;;;;;;;;;;This is NOT an RIT trial. This trial uses two unconjugated checkpoint inhibitor antibodies (nivolumab targeting PD-1 and ipilimumab targeting CTLA-4) for immunotherapy in HIV-associated cancers. While PET and CT scans are used for imaging assessment, these are standard diagnostic procedures, not radiolabeled antibodies for therapy or theranostics. The interventions list 'Positron Emission Tomography' and 'Computed Tomography' but these are procedural imaging techniques, not radiopharmaceutical interventions. No radiolabeled antibody or antibody-based radiopharmaceutical is administered.;llm_extracted;;PHASE1;National Cancer Institute (NCI);NIH;TERMINATED;2015-10-21;2015-04-06;79.0;Australia, United States;Advanced Malignant Solid Neoplasm, Anal Carcinoma, HIV Infection, Kaposi Sarcoma, Lung Carcinoma, Metastatic Malignant Solid Neoplasm, Recurrent Classic Hodgkin Lymphoma, Refractory Classic Hodgkin Lymphoma, Unresectable Solid Neoplasm, HIV-associated Cancers;;;REGISTRY:NCI-2015-00461 | UNKNOWN:PAMC-095_R03PAPP01 | UNKNOWN:AMC-095 | OTHER:AMC-095 | OTHER:AMC-095 | NIH:U01CA121947 | NIH:UM1CA121947;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT02408861;;;;;;;;Phase 1;NIH;2015.0;;;;
NCT01638520;Pascolizumab;Full-length IgG;Pascolizumab;IL-4;;;;;;No;HIGH;MEDIUM;HIGH;HIGH;;;;;;FALSE POSITIVE: This is an unconjugated monoclonal antibody (pascolizumab) targeting IL-4 for immunomodulation in tuberculosis treatment. No radioisotope component. This is a therapeutic antibody used as adjunct to standard TB therapy, not a radioimmunotherapy. The trial involves immune therapy with an anti-cytokine antibody, not a radiolabeled antibody-based radiopharmaceutical.;llm_extracted;;PHASE2;National University Hospital, Singapore;OTHER;UNKNOWN;2012-06;2012-07-11;32.0;Malaysia, Philippines, Singapore;Tuberculosis, Pulmonary;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT01638520;IL-4;Pascolizumab;;;Full-length IgG;;;Phase 2;Academic/Hospital;2012.0;;Full-length IgG;;
NCT01620970;PF-03446962;Full-length IgG;PF-03446962;ALK1;;;;;;No;HIGH;HIGH;HIGH;HIGH;;;;;HIGH;This is NOT a radioimmunotherapy trial. PF-03446962 is an unconjugated fully human monoclonal antibody targeting ALK1 (Activin receptor-like kinase 1), a TGF-beta receptor involved in angiogenesis. The antibody is administered intravenously without any radioisotope conjugation. This is a standard therapeutic antibody trial for anti-angiogenic therapy in urothelial cancer. The trial mentions 18FDG-PET/CT as an imaging modality for response assessment, but this is diagnostic imaging only - not a radiolabeled therapeutic agent. Asset owner is Pfizer Inc as stated in the description.;llm_extracted;;PHASE2;Fondazione IRCCS Istituto Nazionale dei Tumori, Milano;OTHER;COMPLETED;2012-03-01;2012-06-15;14.0;Italy;Transitional Cell Carcinoma of Bladder;2011-005983-12;;EUDRACT_NUMBER:2011-005983-12;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT01620970;ALK1;PF-03446962;;;Full-length IgG;;;Phase 2;Academic/Hospital;2012.0;;Full-length IgG;;
NCT01820754;;;;;;;;;;No;;;;;;;;;;False positive - not RIT. This trial uses ipilimumab (anti-CTLA-4 immune checkpoint inhibitor antibody) in combination with chemotherapy (paclitaxel + cisplatin/carboplatin) for non-small cell lung cancer. Ipilimumab is an unconjugated therapeutic antibody used for immunotherapy, not a radiolabeled antibody. No radioisotope is involved. The study focuses on evaluating T cell responses and tumor infiltrating lymphocytes during neoadjuvant chemotherapy combined with immune checkpoint blockade.;llm_extracted;;PHASE2;Duke University;OTHER;COMPLETED;2013-03;2013-03-29;24.0;United States;Non Small Cell Lung Cancer;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT01820754;;;;;;;;Phase 2;Academic/Hospital;2013.0;;;;
NCT04006223;;;;;;;;;;No;;;;;;;;;;This trial uses small-molecule PET tracers (11C-PIB and 18F-florbetapir) for diagnostic imaging of amyloid deposits in systemic amyloidosis. These are not antibody-based radiopharmaceuticals. PIB (Pittsburgh Compound B) and florbetapir are small organic molecules that bind to amyloid fibrils for diagnostic PET imaging, commonly used in Alzheimer's disease imaging. This is a false positive match - purely diagnostic small-molecule radiotracer study, not radioimmunotherapy or antibody-based imaging.;llm_extracted;;;Union Hospital, Tongji Medical College, Huazhong University of Science and Technology;OTHER;UNKNOWN;2019-03-11;2019-07-05;30.0;China;Systemic Amyloidosis, PET/MR;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT04006223;;;;;;;;;Academic/Hospital;2019.0;;;;
NCT00678769;;;;;;;;;;No;;;;;;;;;;False positive: This trial involves cixutumumab (anti-IGF-1R monoclonal antibody) combined with temsirolimus (mTOR inhibitor). Neither drug is radiolabeled. The mention of PET imaging is for assessing tumor metabolism as a biomarker endpoint, not for radioimmunotherapy. This is a combination therapy of an unconjugated antibody with a small molecule inhibitor, not an antibody-based radiopharmaceutical.;llm_extracted;;PHASE1;National Cancer Institute (NCI);NIH;COMPLETED;2008-05;2008-05-16;72.0;United States;Malignant Neoplasm;;;REGISTRY:NCI-2009-00282 | UNKNOWN:CDR0000595388 | OTHER:2007-0595 | OTHER:8109 | NIH:P30CA016672 | NIH:U01CA062461 | NIH:U01CA062487;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT00678769;;;;;;;;Phase 1;NIH;2008.0;;;;
NCT02601313;;;;;;;;;;No;;;;;;;;;;This is a CAR-T cell therapy trial, not RIT. Brexucabtagene autoleucel (KTE-X19) is an anti-CD19 CAR T cell product - a genetically engineered autologous cellular therapy where patient T cells are modified to express chimeric antigen receptors targeting CD19. This falls under the false positive pattern: CAR-T or cell therapies. No antibody-based radiopharmaceutical is involved. The treatment involves infusion of modified cells, not a radiolabeled antibody conjugate.;llm_extracted;;PHASE2;Kite, A Gilead Company;INDUSTRY;COMPLETED;2015-11-09;2015-11-10;105.0;France, Germany, Netherlands, United States;Relapsed/Refractory Mantle Cell Lymphoma;2015-005008-27;;EUDRACT_NUMBER:2015-005008-27 | OTHER:2023-506641-35;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT02601313;;;;;;;;Phase 2;Industry;2015.0;;;;
